company;menu_item_name;restaurant_name;latitude;longitude;avg_kapsalon
Takeaway;Kapsalon;Euro Pizza Grill;50.949074;4.57991;13.13
Takeaway;Kapsalon;Snack Aydin Beringen;51.0748681;5.2200034;13.13
Takeaway;Kapsalon;Papi's pizza;50.9712916;4.1865574;13.15
Takeaway;Kapsalon;Oba Grillhuis;51.1162617;5.2620302;13.17
Takeaway;Kapsalon;Mashar Pide;50.977367;5.489949;13.17
Takeaway;Kapsalon;Milano Pizza Grill;50.9768089;4.6335843;13.17
Takeaway;Kapsalon;Eethuis Botan;51.0526079;4.7287392;13.18
Takeaway;Kapsalon;Pizza Pita House;51.175496;4.8243417;13.18
Takeaway;Kapsalon;Eethuis Hoekske;50.925994;5.3251184;13.2
Takeaway;Kapsalon;Eethuis Yuksel;51.1615063;4.6694733;13.2
Takeaway;Kapsalon;Eethuis Tuba;51.1310196;4.3893394;13.2
Takeaway;Kapsalon;Eethuis Nazar;51.093322;5.0611908;13.21
Takeaway;Kapsalon;4 Seizoenen;51.293016;4.4945229;13.22
Takeaway;Kapsalon;Het Paleis Eethuis;51.3200678;4.9751429;13.22
Takeaway;Kapsalon;La Bella;51.22917;5.4319444;13.22
Uber Eats;Kapsalon;Pizza Sam;51.33941;3.23854;13.25
Takeaway;Kapsalon;Cesars;51.0567325;4.6288207;13.25
Takeaway;Kapsalon;De Pizzabakker;50.90793;4.51349;13.25
Takeaway;Kapsalon;Eatpoint;51.0297439;5.2592668;13.25
Takeaway;Kapsalon;Pizza Sam;51.3394195;3.2383649;13.25
Takeaway;Kapsalon;Pizza L'Esta;51.1792768;4.3553309;13.28
Takeaway;Kapsalon;Campus & Fratelli;51.2250618;4.4074559;13.31
Takeaway;Kapsalon;Eethuis Bidos;50.8904648;5.653412;13.36
Uber Eats;Kapsalon;Dunya - Kebab;51.11423;4.86599;13.38
Takeaway;Kapsalon;Millenium Kebap;50.9835692;4.8312654;13.38
Uber Eats;Kapsalon;Pitta De Kroon;50.94935;4.04103;13.5
Takeaway;Kapsalon;Kebab House;51.1021044;2.5882683;13.5
Takeaway;Kapsalon;Orient;50.9249881;5.3259603;13.5
Takeaway;Kapsalon;Pitta Araz;50.8698006;3.6220167;13.5
Takeaway;Kapsalon;Pitaverne Wilrijk;51.1717341;4.3877893;13.5
Takeaway;Kapsalon;Pitta Dorp;50.870853;4.0181446;13.5
Takeaway;Kapsalon;Pitza Service Beveren;51.2112126;4.252266;13.5
Takeaway;Kapsalon;Pizza Royal;50.8917936;3.427323;13.5
Takeaway;Kapsalon;Saray Pizza & Kebab;51.1383619;4.9038049;13.5
Takeaway;Kapsalon;'T Food Dilemma;51.2976457;3.0830791;13.5
Takeaway;Kapsalon;Dunya Kebab;51.11452;4.866375;13.55
Takeaway;Kapsalon;Pitta de Kroon;50.949387;4.04096;13.58
Takeaway;Kapsalon;'t Hoekske;51.2421;4.9658074;13.58
Takeaway;Kapsalon;Alo Pizza;51.3342494;4.9634086;13.6
Takeaway;Kapsalon;Antalya Pita;51.0217628;4.1140786;13.6
Takeaway;Kapsalon;Grill Metin;50.8066648;4.9394094;13.62
Deliveroo;Kapsalon;Emir Baba Köfte & Kebab;51.1994999;4.4303691;13.67
Takeaway;Kapsalon;HKebab Pizza;50.8055699;4.1549889;13.67
Takeaway;Kapsalon;Midyat;51.0006958;4.8298804;13.67
Takeaway;Kapsalon;Nazar Pizza Kebap;51.0555709;4.6305208;13.67
Takeaway;Kapsalon;Pitta Marmaris;50.7699036;3.8745797;13.7
Takeaway;Kapsalon;Napoli Schoten;51.2548016;4.5036859;13.72
Takeaway;Kapsalon;De Echte Eethuis Carlos;51.0023083;4.8359204;13.78
Takeaway;Kapsalon;Adel Eethuis;51.3787817;4.4745592;13.8
Takeaway;Kapsalon;Kebabstore;50.929356;5.4626102;13.83
Takeaway;Kapsalon;Pittaverne;51.4644444;4.4725981;13.83
Takeaway;Kapsalon;Efes;51.3109921;4.8870504;13.86
Takeaway;Kapsalon;Milas;51.1615201;5.3969554;13.88
Takeaway;Kapsalon;Pizzeria Valentino;51.1246762;4.495271;13.92
Takeaway;Kapsalon;Forty Seven;50.9325605;5.4049223;13.92
Deliveroo;Kapsalon;Sesam;50.82850819999999;3.2649605;14.0
Uber Eats;Kapsalon;Mcbuffet;50.88762;3.43065;14.0
Uber Eats;Kapsalon;Mr spare ribs;50.93051;5.34326;14.0
Uber Eats;Kapsalon;sesam;50.8285;3.26512;14.0
Takeaway;Kapsalon;Frituur 't Patatje;51.216785;2.9356925;14.0
Takeaway;Kapsalon;Leo's Bakkerij & Kebab;51.117792;5.2601209;14.0
Takeaway;Kapsalon;Mc Buffet;50.8875816;3.4306791;14.0
Takeaway;Kapsalon;Mr. Spareribs;50.930466;5.343357;14.0
Takeaway;Kapsalon;SaBa Snack;51.2062849;3.2180116;14.0
Takeaway;Kapsalon;Cheff Kebab;51.1410312;4.8398966;14.14
Takeaway;Kapsalon;Efes Mol;51.1873243;5.1196074;14.15
Deliveroo;Kapsalon;Golden Spice;51.200648;4.4444544;14.25
Takeaway;Kapsalon;Nur Kebab;50.8861168;5.5289695;14.25
Takeaway;Kapsalon;Side Kebap;51.3187134;5.0863443;14.25
Takeaway;Kapsalon;Pizza Marmaris;51.2469449;4.4435028;14.28
Takeaway;Kapsalon;Pizzeria Vosselaar;51.3148154;4.8895358;14.3
Takeaway;Kapsalon;Pitta Istanbul;50.97435;3.014752;14.33
Takeaway;Kapsalon;Kebap Oasis;51.0973895;4.9451813;14.38
Uber Eats;Kapsalon;Snackhalte;51.03928;3.72572;14.45
Uber Eats;Kapsalon;Snack Kronos;50.72958;4.2413;14.5
Takeaway;Kapsalon;Orient Overpelt;51.2119421;5.4230823;14.5
Takeaway;Kapsalon;Baskent Nijlen;51.1652144;4.6819769;14.65
Takeaway;Kapsalon;Istanbul;51.1672968;5.1734859;14.65
Deliveroo;Kapsalon;Pitta Sena ;51.037505;3.714077;14.67
Uber Eats;Kapsalon;Pita vogelmarkt;51.213497;4.409349;14.7
Takeaway;Kapsalon;Pita Vogelmarkt;51.213503;4.4094513;14.7
Takeaway;Kapsalon;Eethuis Kodak;51.2259261;5.4302185;14.71
Deliveroo;Kapsalon;Frituur Conny & Franky;51.171145;4.127612;14.9
Takeaway;Kapsalon;Pitawan;51.0243125;4.4775937;14.9
Takeaway;Kapsalon;The Pizza Masters;51.0367741;3.7416992;14.9
Deliveroo;Kapsalon;The Ribhouse Gent;51.038816;3.7262825;15.0
Takeaway;Kapsalon;DailySlice;51.2110818;3.2424745;15.0
Takeaway;Kapsalon;Eethuis Orient;51.0388933;5.2991728;15.0
Takeaway;Kapsalon;Pasa;51.0332193;5.2812994;15.0
Takeaway;Kapsalon;Pitta Melita;50.9460015;3.8041969;15.0
Takeaway;Kapsalon;Pitta Melita;50.9226945;3.4458184;15.0
Takeaway;Kapsalon;Huzur Pizzeria Kebab;51.1311405;5.4560267;15.11
Uber Eats;Kapsalon;Pitta Gizem;50.9401898;4.042674;15.33
Uber Eats;Kapsalon;Pitta sena;51.037482;3.7140548;15.33
Takeaway;Kapsalon;Pitta Sena;51.037505;3.714077;15.33
Takeaway;Kapsalon;My Kebab;50.9872387;5.40882;15.39
Takeaway;Kapsalon;Populair;50.861949;5.6249084;15.44
Takeaway;Kapsalon;Pizzalicious;51.017464;3.9579873;15.5
Takeaway;Kapsalon;Herentals Kebab;51.1745451;4.838171;15.57
Takeaway;Kapsalon;Milo Kebap Pizza Pasta;51.1895375;5.0757013;15.65
Takeaway;Kapsalon;La Rosa;51.1393449;4.6095;15.75
Takeaway;Kapsalon;Keyf Lounge;51.1401444;5.5835198;15.78
Deliveroo;Kapsalon;PITAWAN;51.02431250000001;4.4775937;15.9
Uber Eats;Kapsalon;Pitawan!;51.02429;4.47761;15.9
Deliveroo;Kapsalon;Eala Kayfik;51.2181571;4.4200142;15.99
Uber Eats;Kapsalon;EALAA KAYFIK ;51.21824;4.42003;15.99
Takeaway;Kapsalon;Qubbe Lounge;50.9796424;5.4915451;16.0
Uber Eats;Kapsalon;Kap ou pas Kap Salon;50.84443;4.3849;16.4
Takeaway;Kapsalon;Flamingo Pizza & Kebap;51.3557804;4.8650923;17.35
Uber Eats;Kapsalon;My kebab - Zonhoven;50.9872033;5.408851;17.88
Uber Eats;Kapsalon;Snack Twenty Six;50.8186284;4.3793152;18.25
Takeaway;Kapsalon;Anatolia Hoogstraten;51.3960999;4.75359;19.17
Uber Eats;Kapsalon;Damas Veneto;51.2208174;4.4264278;19.99
Takeaway;Kapsalon;Cannur Pizza Pasta Pitta BBQ;51.0058452;3.8886878;20.84
Takeaway;Kapsalon;Melita Original;50.9050631;3.5288347;22.79
